text	TextBlob	OpLexicon
esquerda contra direita trabalhador contra burgues pt contra psdb dilma contra aecio segundo turno dilma	positivo	neutro
engracado todo mundo fala mal dilma blablabla vai ver resultao plou ta liderando	negativo	positivo
hoje votar mae precisa votar impressionante clima anti pt anti dilma	positivo	negativo
cheguei hoje dando bom dia logo nao vote dilma	positivo	positivo
nao vou mentir cheiro golpe so faltam colocar aebrio frente dilma demora pra fazer x	neutro	negativo
c dilma ganhar segundo turno ai vou ter certeza q tudo esquematizado	positivo	neutro
quase morreram manifestacao pra votar dilma novo	positivo	negativo
gente julgando so pq dilma vai ganhar n existe ninguem melhor sorry	positivo	positivo
agora nao sei pior dilma aecio eleicoes	negativo	negativo
amigos nao culpem nordeste dilma ter muitos votos infelizmente povo castigado cansou promessas pegam q veem frente	negativo	negativo
nao vidente petista gosto politica nao precisa muita coisa pra saber dilma vai ganhar dnv	positivo	neutro
vc percebe nao ta facil qndo votar aecio pra nao ver dilma reeleita eleicoes	negativo	neutro
povo unido jamais sera vencido dilma vemprarua ogiganteacordou protestos ai maioria vai vota dilma	positivo	positivo
so digo dilma ganhar protestos luta povo ruas tanto ano passado ano maior perda tempo humanidade	positivo	negativo
claro quebranto dilma qto aecio vao precisar quero ver quais serao acordos ministerios etc nao acho ruim tese	negativo	negativo
estudante universitario ate nivel medio dilma nao perfeita pt tambem nao menos pior psdb	negativo	negativo
mesmas pessoas q manifestaram ano passado sao mesmas q votaram dilma parece q merda cabeca	negativo	neutro
sao paulo aecio votos validos dilma precisa dizer alguma coisa	neutro	positivo
nao gosto falar dessas coisas nao dilma turno vao la votar nulo novo ainda gente vota nulo	neutro	negativo
tiririca ganhou absurdo nao ficaria pouco espantada dilma ganhar	negativo	negativo
acho dilma preferia ir aecio p segundo turno p falar igual p igual	positivo	neutro
oct dilma rousseff es la candidata presidente del brasil el partido los trabajadores pt internacionalelpaisinternacional actualidadhtml	neutro	negativo
mano tambem queria qualquer melhor q estopo dilma	positivo	positivo
serio vcs gostam dilma escrotas	negativo	neutro
fizeram todo aue ano passado pra chegar eleicoes votar dilma sim merece pagar pila pra andar onibus	neutro	negativo
sinto raiva ainda porque votar aecio dilma nao voto fodendo	negativo	negativo
preocupada pois diferenca dilma aecio pequena marina louca apoiar aecio	negativo	positivo
imagina catra presidente semana vamos combinar melhor dilma aecio	positivo	positivo
marina cara maluca dilma cara macaco aecio parece lua wpp	negativo	negativo
ces protestar rua votaram dilma serio	negativo	neutro
sobre votou dilma errar humano persistir erro burrice persistir burrice pedir pra ser vice	negativo	positivo
calma medicoscomdilma agora hora muita luta fe reeleicao dilma	positivo	positivo
dilma aecio segundo turno gigante pessoal voltou hibernar vergonha povo	negativo	neutro
pq dilma ganhando lavada povo pt sao todos corruptos	neutro	positivo
dilma oculus rift igual pewdiepie tambem votava nela	neutro	neutro
bahia pouco familias sao beneficiadas bolsa familia dilma votos massa	positivo	positivo
falta escolaridade nisso dilma liderando votos norte nordeste pais povo gosta sofrer	neutro	neutro
dilma predomina ne aecio maior colegio eleitoral sp sera melhor	positivo	positivo
sobre turno dilma aecio prefiro estar morto	negativo	negativo
brasileiro reclama anos presidencia pra votar novamente dilma coisa impossivel entender	negativo	negativo
aecio melhor dilma vlw	positivo	positivo
acre votou dilma	neutro	negativo
dilma casa ta caindo nao deu pra marina pra derrubar pt aecio ate morrer chupapt chupalula chupamensaleiros	positivo	negativo
lindo aecio votos dilma dilma acho casa caiu pra vc finalmente protestos apareceram urnas	positivo	positivo
to so observando pessoal falando vai votar dilma pra proxima manifestacao passar carro cima	neutro	negativo
tao falando q nordeste devia ser excluido pais q maioria q votou dilma sao nordestino so vivem bolsa familia	positivo	neutro
nao entendo eleicao todos falaram vou votar marina bla bla ganhando dilma pqp	positivo	negativo
assombrado estarrecido profundamente triste embasbacado algum outro adjetivo momento aecio dilma turno	negativo	negativo
desculpa onde ta povo pra rua protestar ano passado cade povo vaiou dilma jogos eleicao somem	negativo	negativo
lo impresionante amigo es el crecimiento neves fue costa silva y dilma	positivo	positivo
nao nao votei dilma eleicao passada nao votei nela hoje sim vou votar nela turno	neutro	negativo
ai dilma ganha daqui uns meses vem p rua pt pra mim voces sao bando hipocritas sim	positivo	positivo
gostaria ter certeza coisa nao tao facil assim dilma ainda controla poder vai usar	positivo	positivo
ano conhecido gigante acordou ae certeza pq voltaram dilma bosta	positivo	neutro
farei boa prova matematica amanha sabendo dilma possibilidades ganhar turno	positivo	neutro
nao duvida marina todos psb irao apoiar aecio sabe pq estao cientes rejeicao dilma aecio pganhar cargos	positivo	positivo
segundo turno decidido vai ser aecio dilma	neutro	positivo
vai ser muita cagada diaba dilma ganhar	positivo	neutro
dilma x aecio vao pro turno pra presidente eleicoes	neutro	negativo
voces sao daquele papinho dilma dinheiro pra nao quer trabalhar ai voces deem unfollow agora porque elitista enoja	negativo	neutro
acham q dilma sair coisas vao piorar pra qm pobre etc	negativo	negativo
dilma frente siga tempo real apuracao globomihrjy g	positivo	positivo
brasileiros vivem querendo mudar brasil cagam chao sentam cima hora votar dilma aecio	positivo	negativo
dilma ganhar so vai ser pra provar quanto brasileiro otario	positivo	neutro
programas estudo sao custeados altos impostos gente paga vc acham q dilma faz pq querida acorda	positivo	positivo
nao pro dilma ainda acho q menos pessimo	negativo	negativo
mandando presidenta dilma presentinho acho vai adorar	positivo	positivo
ah vi estado governou maioria votou dilma significa q n deve ter sido mto bom	positivo	positivo
dilma nao fez nada vai fazer poha ent melhor arriscar cara nova manter governo corrupto caralho ignorantes merdas	negativo	neutro
faz protesto caralho pra chegar hoje votar dilma gigante acordou pra votar dilma tudo entao atoa entendi	negativo	negativo
brasileiro bicho burro nao adianta fica nessa ainda gente vota dilma cara gente sabe nao adianta	neutro	negativo
pior consigo enxergar aecio cagando brasil glr quatro anos falando governo melhor dilma	negativo	neutro
serio q todo mundo ruas protestar contra governo dilma quase vencendo primeiro turno	positivo	neutro
caralho dilma ganhando cade gigante acordou down so pose	negativo	neutro
gente nao aecio tava frente grande merda eleicoes dilma vai ganhar outra vez	positivo	neutro
vao tomar cu vcs q tao dizendo q dilma so ganhou nordeste p causa bolsa familia	neutro	negativo
el tribunal supremo electoral divulgo primeros resultados dilma rousseff y aecio neves iran segunda vuelta	positivo	positivo
todas manifestacoes hoje votar dilma jura	neutro	negativo
tudo pra chegar hoje votar dilma	neutro	negativo
voce vai votar dilma aecio queria estar morta	negativo	negativo
bando otavio ano passado queriam dilma saisse governo agora antas votam nela	neutro	negativo
voces votam dilma causa bolsa familia peco aecio mudancas educacao	neutro	negativo
nordeste fazendo diferenca pra dilma medo perder bolsa familia affssss	neutro	negativo
tao falando q nordeste devia ser excluido pais q maioria q votou dilma sao nordestino so vivem bolsa familia	positivo	neutro
dilma ja chance provou q n capaz nada tdo mao nao fez nada int pq votar dilma vote consciente	neutro	positivo
nao digo aliar subir palanque acho plausivel psol dialogue dilma sentido forca bandeiras	positivo	positivo
marina deve estar cm inveja dilma achoq dilma q ganhar	positivo	neutro
fizeram tanta manifestacao final votar dilma novo tao parabens ein	negativo	negativo
dilma melhor aecio aecio melhor dilma boa irmao anos governaria melhor brasil	positivo	positivo
aecio dilma marina porra vao tnc tt n feito pra falar desses putos vao pro facee emabiggestfansjustinbieber mpn beliebers	negativo	negativo
ia votar luciana genro preferir nao ajudar eleger marina entao jeito votar dilma nao quero malafaia mandando aqui	positivo	negativo
pensando dou trabalho sair casa pra votar dilma aecio braga melo	negativo	negativo
povo falso meteram paul dilma votarao nela	positivo	negativo
marina apoiar dilma vai ta cara plano deste inicio	neutro	positivo
vamos fazer pessoinhas usam fies casa vida veio dilma votar nela nao aecio	positivo	negativo
tudo merda galera pessoal so escolher menos pior ate entao pra ver dilma nao candidatos bom	negativo	neutro
gnt ta votando dilma sao pts	neutro	positivo
ta claro q pais n quer dilma vamos juntos conquistar voto voto euvoteiaecio	positivo	positivo
diz vo tia dilma nao ruim nao	positivo	negativo
afffffffff velho cu viu pra povo votou dilma tudo pq recebe bolsa familia faz facu fies rabo	positivo	neutro
ta faltando so pedro bial dizer marina vem apoiar dilma aqui vem apenas votos voce eliminada	negativo	positivo
gente dilma ganhar muita ignorancia povo	positivo	neutro
dilma vao foder	negativo	negativo
unico motivo pra votar dilma ciencia fronteiras dont judge	neutro	negativo
luciana porque sinceramente votar dilma tiro escuro	positivo	negativo
gente voces falam pra nao votar dilma votam aecio tipo podre falando mal lavado	negativo	negativo
surpreendente avanco aecio reta final marina perdeu ficou tras dilma manteve praxe segundo turno sera tenso	negativo	neutro
perdi tempo hj pra votar contra dilma dementes votaram nela ganhar choro	positivo	negativo
sabe pq qr votar dilma retruco dizendo faca pesquisa sobre pt google ta ai pra ajudar	neutro	negativo
gente serio vcs acham votando aecio pra tirar dilma vai melhorar algum coisa	negativo	neutro
povo fez toda baderna ano passado votarem dilma novo desculpa voces dao nojo	negativo	negativo
dilma aecio viva povo burro	negativo	negativo
to perplexo vitoria aecio sobre dilma sp dilma derreteu la	neutro	negativo
recuso votar aecio dilma	neutro	negativo
ser burro p votar dilma	negativo	negativo
moral falamos tia dilma culpado tuuuuuuuudo senhor luis inacio lula silva	negativo	negativo
nao sei problema voces dilma pra mim nao fez nada ruim contrario	negativo	negativo
manifestacoes nao feitas dilma voce pensa pensando errado	negativo	negativo
quero acreditar dilma nao criminalizou homofobia rabo preso bancada conservadora pq querer quer	positivo	negativo
alckmin governador serra senador dilma aecio presidente so digo coisa fudeu fudeu bonito	positivo	positivo
vc ta relacionando protestos ano passado dilma finge q nao conhece ver rua	neutro	negativo
sobre eleicoes vai ganhar pra presidente dilma vocs vao ver	positivo	negativo
vai pra rua quebrar vidro leva cartaz compartilha imagen pt vota dilma brasileiro digno hue hue br quanta ignorancia	positivo	neutro
mermao entendam dilma nao sao pessoas manifestacoes	neutro	positivo
dilma surrada sao paulo turno turno sera praticamente estuprada tamanha sera diferenca votos	neutro	positivo
nao estudo tanto pro povo votar dilma	positivo	negativo
dilma ganhar vou sair rua xingar povo tudim k	positivo	positivo
pior galera ainda vota dilma	negativo	negativo
dilma aguarda adversario assim globo so falta ser apurado william nao sabe fazer conta	negativo	positivo
pronto decidido dilma x aecio segundo turno	neutro	positivo
segundo turno votarei dilma pq aecio bom ganhado minas onde segundo melhor governador ja la	positivo	positivo
vota dilma vota nao abre vota marina ja certa rejeicao pt entao aecio vai ganhar povo aecio	positivo	neutro
n acho dilma tao merda assim fez poucas melhorias sim gatante voces outro presidente melhor	positivo	positivo
nao questao querer tudo perfeito pode ficar melhor dilma nao fez praticamente nada novo	positivo	positivo
triste realidade pior galera daqui odeia tucanos perdemos chance tirar dilma marina	negativo	negativo
aff velho dilma nao pode ser	positivo	neutro
brasil hmin apurado dilma aecio marina vamos pro pau	neutro	positivo
aecio never x dilma segundo turno ahhhh aecio ganhar vai subir janelinha computador brasil saiu sala bate papo	positivo	neutro
caro amigo migrou dilma pra luciana genro ja pode voltar	neutro	positivo
cuidado voce pode ser xingada eleitores dilma marina aecio professor sei la quantas afins	positivo	positivo
imagina dilma exclui twitter deus livre	positivo	neutro
dilma vai ganhar causa bolsa familia aecio ganhar so vai favorecer realmente rico acorda mores	positivo	positivo
nao acredito dilma vai ganhar voces comem merda	positivo	neutro
vou votar dilma segundo turmo melhor qu aecio governa somente classe alta	positivo	neutro
sao paulo dilma tomou lavada aecio contra dilma marina quase marina passa dilma	neutro	positivo
nao sei pior dilma aecio adeusbrasil partiueua	negativo	negativo
dilma ganhar mato	neutro	neutro
nao intendo dilma pode ter ganhado cade povo q falava gigante acordou	neutro	neutro
disseram protestando iria votar dilma agora prevendo futuro hein	neutro	negativo
glr devia querer emprego n dinheiro facil dilma	positivo	positivo
falem oque quiserem votei dilma minimo poderia fazer ganhar bolsa estudos paga prouni	negativo	neutro
enquanto dilma aecio ai nada vai mudar nao to dizendo q q ser marina q ser alguem melhor	positivo	positivo
marina apoiar aecio ja dilma turno	neutro	positivo
dilma aqui bahia vergonhoso	neutro	negativo
depende marina apoiar p onde vao eleitores tirou votos tanto aecio quanto dilma	neutro	neutro
ai animal vao pra rua fazem manifestacao protesto chega dia eleicao votam dilma q fazer animais	neutro	negativo
pessoa votou aecio idiota outra pessoa votou dilma burra cada forma pensar sobre politica	negativo	negativo
jornalistas cravando absolutamente votos marina nao vao dilma ganharam dom videncia	positivo	negativo
