"","text","comment_id","sentiment"
"271","jair bolsonaro e mito entrou manteve continua politica meio voto perder votos lider embusteiro diz q liderados querem ouvir q e correto verdadeiro ah bom twittergutbyrastatus ",668,1
"272","finalmente jornal realista pois brasil ta falta",669,1
"273","a mina duvida completa paulo guedes e pra ganhar eleicao ora governar",670,0
"274","e quer perpetuacao evangelicos milicos voce e demagogo pilantra",671,-1
"275","ai vemos brasil esse sujeito inutil pra sociedade pois e assassino vai pegar cadeia algum coragem responder post twittergstatus ",673,0
"276","que inferno ter visitar pessoas apoiam sas desgraca fala merda",674,-1
"277","so sei q e pe quente de vermelho preto mengao meteu ",675,0
"278","fascista vira casaca",676,-1
"279","tem gente aqui comenta merda pagando intelectual",677,0
"280","a onu ainda interviu diante tamanha atrocidade que absurdo",678,-1
"281","interessante mostrar anti",679,1
"282","a sociedade aguenta trabalhar tanto ser roubado",680,-1
"283","bolsonaro estupido palanqueiro ignorante",683,-2
"284","realmente brasil sido perfeito tido intervencao  todo mundo vivendo ditadura comunista e nada prospero ne abiguinho agora demonstra qd bolsonaro eleitores defende matar seres humanos",684,2
"285","time corruptos ue peca entao pra policia federal investigar caras contrario chamalos corruptos saber tornaargumento invalido",685,-1
"286","o cara vive falando pena morte porte armas competencia forca politica acabar semi abertoestado menor quais impostos pretende diminuir vai diminuir estado prestacao servicos",692,-2
"287","em campanha diz eleitor quer ouvir venho tempos dizendo e pior autoritario queda chaves se lembram chaves chegou poder venezuela usa voto impresso da mesma maneira finge uma coisa outra twitterepocanegociosstatus",695,-2
"288","eu absoluta certeza qualquer pessoa mentalmente saudavel prefere ganhar salario minimo ganhar valor bolsa familia agora infelizmente e unica fonte renda milhares familias daqueles lugares onde qualquer tipo emprego fixo e escasso",700,1
"289","o senhor acovardando nossa nacao clama intervencao militar senhor quieto",708,0
"290","exato definitivamente e",711,1
"291","com campanha fazendo e capaz ganhar primeiro turno pouquissimo tempo tv",714,1
"292","ta bom vi ocorrer feito pente fino melhoraram condicoes largam osso deveria haver periodo maximo fizessem onde depender vida toda nao conheco ninguem saido livre iniciativa",718,1
"293","e grande midia continua escondendo atuacao foro sao paulo",720,1
"294","o e secreto disseram ciro vai votar bolsonaro acho o e secreto",723,-1
"295","muito obrigado amigo",725,0
"296","esse nunca e lindo",729,1
"297","que doente mental",732,-1
"298","gostei video youtubetqjdjxuoaae lei coes  jovem pan sabatina jair bolsonaro",733,0
"299","vc claudio demais rabo preso ninguem abs",735,-1
"300","pior daria pros eua e pagapau eua imbecis idolatram comem mrda",738,-1
"301","em  imprensa desesperada ta indo atras toda qualquer coisa pra queimar nome bolsonaro vamos la presidente seja eleito presidente cale boca todos jornalistas comunistas deste pais",745,0
"302","mas otario pra acreditar tudo soidiota pra deixar enganar e velho cornohahahabab",751,0
"303","me aponte algo ruim  dedos pt",752,-1
"304","tem varias maneiras agressao esse idiota ai e contra mulheres srs sendo contra reformas importantissimas pais apostando quanto pior melhor qual razao serem contra reforma previdencia",753,-1
"305","quando jair bolsonaro ganhar quero ver gritando jair",755,0
"306","mais um imbecil",757,-1
"307","jair bolsonaro vira participar sao joao patos recebido dinaldinho diz jornalista",760,1
"308","quem trata ruminantes e candidato ai demonstrando nivel ignorancia o programa e vitalicio cadastros atualizacoes cadastros dependendo novas condicoes e dado continuidade cancelado se aumento renda beneficio e cancelado",761,0
"309","tambem pode considerar sistema aristocratico imposto napoleao visa igualdade considere periodo napoleonico posterior revolucao ou tantas caracteristicas periodo e quase contra revolucao",762,-1
"310","se derem exemplo cortando proprias pelancas ninguem iria apoiar protestos caminhoneiros intervencionistas black blocs isso bicho burro direita formiga atomica entendem",766,0
"311","bom seja feliz esta e beleza liberdade voce pode fazer quiser",768,2
"312","confirmado falou em circunstancia ate ponto alguem muda opiniao passar tempo ele deputado fonte renda causa voto eleito talvez acreditar valia pena e eleito vezes twittergutbyrastatus ",769,0
"313","nos dois momentos existe ambicao acabar privilegios nobreza atuacao livre burguesia dai conceitos igualdade liberdade claro pode usar teoria igualdade iguais tendo vista partir legalidade escravidao variou",771,1
"314","e ainda e burro ti",775,-1
"315","a imprensa noticiou nao direitos humanos nao feministas nao bem postagem merecia ser denunciada autor processado",781,0
"316","cara sendo demente acreditar nessas merdas posta ou minimo adolescente nunca pegou livro vida e facilmente conduzido seres claro toda regra excecao podemos ver alguns adultos retardados contigo",784,-1
"317","a querda midia abatecida verba publica cagando medo pre candidato vencer eleicoes outubro ate la sugiro fraldas pampers segundo fabricante fazam o tranco vai ser forte verba vai acabar",790,0
"318","sujeito desse mae amigo sim do",793,1
"319","na civilizada sao paulo imagina grotoes",802,1
"320","se fizer voto nele simples assim",807,0
"321","claro bolsonaro e militar intervencionista estatal mais nunca ouvi falar nenhuma proposta bolsonariana reduzir estado brasileiro gigantesco reduzir impostos",809,0
"322","essa frase consegue dormir lado homossexual e gosta e tipo pessoa alcoolatra pode ir onde bebida bebe pode ir onde homossexual bumbum",811,-1
"323","roger postagens fazem doutrinados esquerda pensarem contra saberem interpretar cuidado pois pode derrubar eleitores unico ficha limpa",812,0
"324","aquele provocar pessoal mafestando contra dilma usou filho escudo ele defende democracia cubana exemplo",813,1
"325","mimimi mimimi mimimi chora lindo",815,1
"326","meu deus gente intolerancias cada pessoa livres votar este cara fez apologia violencia deveria pensar poucomae irma pode votar jair bolsonaro e ai entao falar tanta besteira jair bolsonaro ",818,-2
"327","urgente e ateno assistam e compartilhem esse vdeo entenda que o presidencivel jair bolsonaro tem profissional competente que defende a reforma tributria e a reduo dos imposto youtubewatchvylkhhr aqay",820,0
"328","mais vez disse mulher ganhar menos apenas disse verdade empresarios alguns setores preferem homens",821,0
"329","bom hj nada comprova q e corrupto ex militar propostas q falam q nunca aprovou aprovado hj brasil melhor e culpa aprovacao ser patriota favor estado menor",822,3
"330","rapaz tive desprazer conviver filho noblat pense sujeitinho vigarista",825,-1
"331","mimimi mimimi mimimi chora lindo ptralha",826,1
"332","o movimento povo deve ser espontaneo jamais deve incitar tal atitude",828,1
"333","esse filho puta q fala merda dessa q cair cana estrupador ai porra vai estrupado galeria morto",830,0
"334","isso fez pergunta empresarios obteve resposta e resposta bolsonaro desonesto intelectual tenta propor tentar queimar filme bolsonaro desonestidade falta carater fa ",831,-1
"335","se alguem direita escreve merda da maior rebulico idiota desse escreve nerda nao fa nada",832,-1
"336","seu lixo esquerdistas maldito",835,-1
"337","prezado candidato suspense quanto vice ira compor chapa gostariamos imensamente magno malta porque ainda indecisos certeza viriam somar magno malta vice att",837,1
"338","fakenews nunca disse o desespero esquerda chega ser ridiculo mentira corrupcao impunidade dna todo esquerdista twitterblogdonoblats tatus",838,-2
"339","ora bolas aq brasil existe socialistas d iphone comunista d shopping apoiador movimento lgbt q fantasia d carniceiro la cabaa entao e problema d socialista liberal",839,-1
"340","mimimi mimimi mimimi chora lindo ptralha",840,1
"341","eu particularmente estou com uma alta desconfiana em o cara com tanto apoio do povo porque no pediu para o povo vim para rua apoiar os caminhoneiros acho que eu me enganei ou ele quer o cargo calado ou farinha do mesmo saco lapidado h anos s minha opinio",841,2
"342","mimimi mimimi mimimi chora lindo ptralha",842,1
"343","absurdo mas cuidado criminalizar movimento social inteir ideologia partido causa duzia baderneiros seria chamar todos militares torturadores criminosos",843,-1
"344","inocentao ein irmao o cara ta careca formado ainda acredita papai noel tu aprendeu oq nessa faculdade ai alem explorar outros",844,0
"345","caminhoneiros intervencaomilitar vao parar brasilia protestar  h shoutoutwixsomextoph evento dia  h convide amigos ajude compartilhar redes sociais facebookevents ",845,-1
"346","em serra negra norte participamos neste sabado evento promovido apoiadores foi erguido cidade outdoor reforcar ideais capitao obrigado amigos recepcao acolhida iwnxqz",846,-1
"347","sao intolerantes violentos aceitam pensa diferente etc etc etc hipocritas",850,1
"348","o amor e tao lindo",851,1
"349","calos falar bolsonaro e nazista pergunte projetos pensamentos ditos bolsonaro assemelha hitler mussolini ligaranto procure nao vai achar",855,-1
"350","ele propos varios sempre minoria nacameracomecou ser ouvido d  anos p caesqueceu q governados socialistas  anos bnz",867,0
"351","acho deveria dar passadinha la avenida otimo paradaaovivo",869,1
"352","caro mortadeleiros querem saber q vale e narrativa o bolsa familia e programa bom usado d forma errada igual seguro defeso q gente d braslia q recebia agora quantos rios existem brasilia",872,2
"353","bolsonaro precisa decidir socialismo liberalismo socialista liberal psl que diabos e",873,0
"354","uma pergunta cabe processo nesse vagabundo",874,-1
"355","ha  aplicativos referencia jair bolsonaro em maioria apps elogiosos militar um exemplo e jogo bolsonaro voador precandidato flutua atirando raio opressor pessoas esquerda o app baixado  mil vezes",884,-1
"356","se algo errado devemos endireitar rs",887,-1
"357","leio professor o analfabetismo funcional bate forte aqui hehehe o cara sabe entender dito hahahah",888,1
"358","desde entao passado presente",889,-1
"359","seria corporativismo estaria tentando limpar fez convidado ir pra reserva pra queimar filme eb",897,0
"360","ele oportunista safado populista mentiroso fala sempre povo quer ouvir",900,-4
"361","retweeted jair bolsonaro pesquisapresidentebahia obrigado nordeste um brasil cfijnxqi twitterjairbolsonarostatusphotoutmsource",905,-1
"362","tambem ficam tempo partido acima suspeitas vamos la jose serra moreira franco eliseu padilha michel temer geraldo alckmin paulo preto gedel vieira lima lista grande conhece algum",909,1
"363","o diferente outros politicos",916,0
"364","ora entao pq vc cobra outros deputados tb nao cretino",917,-1
"365","sera q mito vai negar q tentou tirar casquinha governo lula apoiando comunista aldo rebelo ministro defesa desde qdo conservador escolhe comunista pra defesa",922,0
"366","o e espertalhao troca partido troca roupa conheco  partido",924,-3
"367","bolsonaro solucao niobio e comercializado preco banana",928,-1
"368","penso muitos destes partidos podem acabar deixar existir mas coringas politica sempre havera partido novo recomecar",929,-1
"369","o e engracado e fala mitologia fala grecia ja pararam pra pensar e mito quando souberem definirao e jair bolsonaro",930,1
"370","que triste",933,-1
"371","ano vem politicos habitam pt psdb pmdb pp outras aberracoes espectro monocromatico politica varridos mapa de autoridades passarao acusados crimes muitos presos entao tipo medida deixara aborrecer",934,-1
"372","vamos ver acougueiro volta pra cadeia",935,-1
"373","ta ai senhorquantas vezes senhor jair bolsonaro votou mesma esquerda e agora crescer cima prato sempre comeu senhor populista fala povao quer ouvir nunca verdade fora temerptpsdb bolsonaro novo",937,-1
"374","uai liberalecos diziam jair apoio eb mesmo sendo familia militar dizendo apoio tanto tropa quanto comando viviam postando material fake p desmentir",938,-1
"375","desonestidade e criticar paralisacao defender medidas cortes programas sociais governo governo tenta aplicar castigo populacao apoiou manifestacao ensinar licao o aprendendo e lugar canalha pode ser politica",940,-1
"376","so esperamos conta cobrada juros pois cansados ver bando safados corruptos surrupiarem pais nome interesses pessoais associados seja la pais cobrar punir responsaveis manobra",942,0
"377","jair bolsonaro vira participar sao joao patos paraiba dia  wppdrjol",943,1
"378","bolsonaro pra mimdisse pra mim oportunista capacidade atitudes senao joao amoedo candidato menos piorhoje opcao gente melhor novo",946,0
"379","jair bolsonaro vira participar sao joao patos recebido dinaldinho diz jornalista wppdrjol gb",950,1
"380","falso vc e formiga papagaio ficar repetindo todo mundo fala mais coisas campo gestao podem ser feitas alem obvio trariam impacto importante sem contar construcao cultura austeridade algo existe hj faria muita diferenca",953,-1
