text	sentiment
pessoas q pra rua votam dilma tao coerente quanto homossexuais q desejam ter familia legal  igualdade votam marina	positivo
votam dilma reclamam brasil merda   putos	negativo
vaiam dilma durante copa  protestaram contra reclamaram governo anos inteiros  povo burro  pede p sofrer	negativo
pt  dilma   favor igualdade social	positivo
segundo turno dilma lixo aecio lixo	neutro
confirmou dilma aecio segundoturno dilmapravencer	positivo
 quantos estados existem brasil ne so causa nordeste dilma vai ganhar perder nao querido	positivo
dilma aecio ai deus	neutro
segundo turno definido dilma aecio	neutro
una hipotetica derrota dilma rousseff en segunda vuelta  cambiaria el escenario politico sudamericano	negativo
dilma aecio turno  baa	neutro
pra vcs nao gostam dilma   pensem bem antes pedir pais governado aecioporto po	neutro
dilma aecio segundo turmo medo	negativo
definido  dilma aecio segundo turno	neutro
bahia   dilma vempraurna eleicoes  	neutro
aecio dilma segundo turno	positivo
fecho agora votar dilma aecio	neutro
confirmado aecio sera adversario dilma segundo turno eleicao presidencial	positivo
porra  nao acredito dilma vai ganhar novo	positivo
agora dilma  	neutro
fudeu dilma    	neutro
dilma ganhe fim	positivo
  pregunta la ven dilma la segunda vuelta   complicado 	positivo
gente idade pra votar querendo pagar sei tudo icon  dilma   toca	neutro
novela chamada dilma x aecio	neutro
menos pior dilma vcs quer faca	negativo
vai ter segundo turno dilma aecio ate agora	positivo
pessoal  eleitores marina nordeste probabilidade votar dilma   exemplo disso pernambuco  dilmapravencer	neutro
segundo turno  aecio dilma 	neutro
dilma aecio segundo turno	neutro
dilma aecio segundo turno comprovado eita giovana vai dar aecio	negativo
rezando p votou dilma	neutro
aecio juntou dilma fizeram pacto capiroto	neutro
  odiar dilma aercio coisa  odiar nordestinos outra	negativo
segundo turno dilma   aecio  	negativo
voto dilma nao voto noia constroi aeroporto particular dinheiro publico retrocesso nao voto dilma 	neutro
dilma aecio pf   	neutro
alo aecio dilma   favor fazer debate deve ser  propostas tal  nao quero debate mimimi	neutro
nao acredito aecio dilma vao pro segundo turno	negativo
globo tao comprada q n sabe vai pra  turno dilma kkkkk acordaglobo	neutro
 la empavaste vota x dilma pa q gane el otro jajaja	positivo
 densinflo completamente marinanunca tuvo esos votosy opero globo restarle caudal votantes dilma y el pt	positivo
amor deus tarso dilma precisam ganhar senao certeza q pai troco	positivo
revoltante ver pessoal nordeste vota pra dilma causa bolsa familia	negativo
globo news afirma marina sao paulo segundo turno nao irao dilma  petistas estao falando vou contestar 	negativo
 antes aecio dilma 	neutro
   brasil con   escrutado neves  marina   dilma ira dormir con diarrea noche 	neutro
antes luciana  marina  dilma eduardo jorge aecio plmdds	neutro
matematicamente definido segundo turno dilma aecio	neutro
 turno dilma x aecio	neutro
vei dilma ganhar brasil ta fudido  	negativo
segundo turno confirmado dilma x aecio	positivo
aecio x dilma	negativo
dilma aecio segundo turno eita brasil   	negativo
aecio dilma  turno confirmado	positivo
erro ibope comprado  ontem dilma   hoje   ontem aecio   hoje   ontem marina   hoje   ontem veiga   hoje  	neutro
br bem merece dilma aecio rs	neutro
dilma aecio pro segundo turno  belezura	neutro
segundo turno aecio dilma deuses	neutro
primeiro gente fala q globo eh coisa alienado  acredita tudo q falam dilma   ta parabens viu	positivo
dilma aecio segundo turno boa sorte 	positivo
 sim cara  nego ta tao cego c q n percebe q n dilma vai ser cara tao corrupto 	negativo
vamos ver aecio ganha nesse segundo turno dilma favor	positivo
possivel nao querer aecio dilma presidencia      	neutro
 dilma aecio segundo turno passagem pra marte ai 	negativo
cara vai botar fodendo dilma	negativo
entendam coisa  pessoal sp quer tudo  menos dilma   menos pt	positivo
eita dilma aecio segundo turno	neutro
dilma marina ainda alguma chance marina ganhar vai ser aecio dilma  	positivo
nao contra bolsa familia  atualmente logica vejo  chave governo dilma pra continuar	neutro
fico puta vai rua fazer protesto vota dilma  algo errado ai ne  	neutro
galera  aecio dilma segundo turno  definido	neutro
pra cada paulista q xinga nordeste conta votacao dilma   cuia sera doada ptomar banho rio tiete dilmapravencer	neutro
   dilma aecio estao confirmados segundo turno  tribunan 	positivo
to vendo ja  dilma vai ganhar sa bosta	positivo
der dilma novo mudo p egito	neutro
votei marina infelizmente dilma vai ganhar  fizeram tanto protesto pra nada	positivo
caramba dilma nao pode ganhar vez	negativo
dilma presidente robinho selecao parece voltamos pra 	neutro
dilma   aecio   boa sensacao ganhar prazo	positivo
dilma aecio  turno muda planeta 	negativo
dilma aecio segundo turno  dificil escolher	negativo
dilma   prepare  hora chegou    virada aecio aeciosambandonadilma aeciodevirada aeciopresidente	negativo
bora tirar dilma porra	positivo
dilma frente geraldo alckmim ganhando tambem	positivo
dilma aercio zzzzz	neutro
segundo turno dilma aecio voto agora vai ser disputado tapa	neutro
mano vcs parassem ser falsos fazessem q falam lucianinha vcs tava turno c dilma massss ne  acho bom	positivo
aecio dilma  marina apoiando aecio vai ser foda pra dilma 	negativo
nego nao entende q dilma merda	neutro
reclamam pra crl dilma   vaiam smp q aparecia vai vota filha puta novo  mano vcs q votaram nela merda cabeca    	negativo
cabou  galera aecio dilma segundo turno  gglobopoliticaeleic oesapuracao votos presidente 	neutro
dilma aecio segundo turno  vishh	neutro
urnas apuradas   turno deve ser dilma aecio   eleicoes pictwitterlavzfpjd	neutro
dilma aecio segundo turno pqp fodidos 	negativo
  oe  vi vcs tl cheguei dhejshsi  cara  tbm favor dilma   menos vcs tbm  n vejo quase ngm favor	negativo
aecio veia dilma cadeia	neutro
dilma ganara la vuelta mirando atras	positivo
dilma aecio  eita porra	negativo
coisa q achava q iria ver dilma q apagada nessas eleicoes povo vai pra rua acaba c mulher	positivo
dilma aecio voto juliana desmaiada	neutro
 vo anular voto uu recuso dilma aecio uu	neutro
milhao vezes dilma marina segundo turno lixo aecio	negativo
voces reclamam dilma   entao coloquem psdb poder dps nao facam manifestacoes ridiculas contra governo	negativo
   definido dilma  pt  aecio  psdb  vao disputar segundo turno  globoswqslt eleicoes g  marina  pf  n apoie ngm	negativo
burrada achar aecio vai ser melhor dilma 	negativo
so come muita merda pra preferir aecio dilma	negativo
pesquisa sc tava dilma primeiro aecio terceiro  acho nao	positivo
alaa ala  turno dilma aecio	neutro
dilma aecio turno aecio confio voce filho	neutro
so eh lixo pq ngm sabe colocar mao consciencia n cometer erro novo  dilma ja chame so fez merda vai caga	negativo
oficial segundo turno dilma aecio	neutro
segundo turno dilma aecio gosto assimmmmmm	neutro
to vendo q sera dilma  affffsjhahhsh	neutro
dilma aecio  turno aeeew	negativo
 campanha nazista aecio dilma contra marina votarei nulo	neutro
segundo turno dilma aecio  agora porra fico 	negativo
turno  aecio vagaba dilma	neutro
mano nao gosto aecio dilma comentarios  porra faco nesse segundo turno 	negativo
 turno  dilma aecio magina populacao toda anula  acontece 	neutro
pouxa segundo turmo dilma aecio pouxa 	neutro
 dilma segundo turno duvidas	negativo
fechou segundo turno dilma x aecio	negativo
impeachment dilma queriam faze ano passado	neutro
dilma ganha dnv	positivo
dilma deve ta cu mao pra segundo turno	negativo
confirmado dilma aecio turno	positivo
redatores veja devem estar indo loucura uuuuhuhuhuh chupa marina escrotaaa vamo esculachar dilma agora nois	negativo
ia votar dilma baidu instalado tambem fez mesma coisa danilo gentili   	neutro
brasil grande  maioria estado sp votou aecio  norte brasil tudo dilma auhue	positivo
segundo turno dilma aecio 	neutro
foda  desde dilma vaze segundo turno pfvr	negativo
dilma rousseff encabeza sondeo boca urna en brasil  	neutro
revista americana lista  motivos nao reeleger dilma faz sucesso redes sociais  	positivo
definido  dilma  pt  aecio neves  psdb  estao segundo turno	neutro
feito  turno dilma aecio	neutro
aecio dilma segundo turno serio	negativo
odeio pobres mal informados so vota dilma medo perder bolsa familia	negativo
dilma vs aecio eita	negativo
nao aguento povo falando politica  eleicao  dilma   sei la  ohhhh caralho	neutro
danilo gentili faz video piada voto dilma vai ditadura cubana  	neutro
vo votar dilma bjoks pra vcs forapt	neutro
dilma aecio segundo turno nao	neutro
presidente   dilma rouseff     aecio neves     marina silva   	neutro
segundo turno aecio dilma     confirmado	positivo
queria luciana ne  ja nao vai rolar  dilma	neutro
povo reclama  reclama vota dilma   vai entender cara	neutro
adeus dilma 	neutro
queria tanto nao segundo turno ainda dilma 	positivo
 claro qe nao  nousso amour maior qe dilma aecio	neutro
segundo turno confirmado dilma aecio dilmapravencer	positivo
to revoltada dilma ganhando votos	neutro
dilma nao mano  pqp	neutro
dilma   rainha negra vai segundo turno 	negativo
pfvr vao falando varios motivos pq dilma melhor aecio  pq to dando  menina nao acredita mim	positivo
dilma aecio  serio  serio 	negativo
 agora naoaecio ainda nao usou carta embaixo mangacuida dilma 	neutro
 admiro fhc pra caralho  embora achado mandato merda   ja aecio desprezo dilma nao excelente	negativo
 sei la  acredito dilma reeleita nao melhora  vai simplesmente ficar jeito ta 	neutro
segundo turno aecio x dilma  beem feito marina 	negativo
dilma x aecio  segundo turno  povo burro  falo 	neutro
duas merdas indo pro segundo turnodeixa logo dilma	negativo
romario bolsonaro garotinho aecio dilma  marina pezao lindberg clarissa cabral crivella nunca representarao 	negativo
dilma segundo turno   assim   caralho quebraram rio janeiro todo pra votar nela novamente   	negativo
 pior ta nao fica  dilma ganhar sim	positivo
confirmado segundo turno presidente dilma aecio neves	positivo
dilma four pro turno aecio vey aeciooooooo merda	negativo
segundo turno decidido dilma aecio	neutro
dilma aecio  palmas	positivo
dilma aecio segundo turno  dilma gente  dilma  vao foder	neutro
ta hora dilma ralar peito	neutro
reclama q brasil merda dps vota dilma kkkkk	negativo
nao curto dilma nao sei pq tbm dizer nao fez nada mano ai tbm eh demais ne	neutro
turno aecio dilma  	neutro
agora oficial dilma aecio  turno lerigou br	neutro
aecio neves disputa segundo turno dilma  	negativo
   tudo pra chegar hoje votar dilma  pictwitterjcthnjejje 	neutro
merval disse votacao marina  sao paulo  nao ira dilma 	neutro
povo fala fala dilma ta la primeiro  nojo vcs	positivo
pior nao dilma pior luciana genro preocupante	negativo
pessoal agradeco todos votaram jair messias bolsonaro primeiro passo mudar brasil dilma pt	positivo
vcs ficam falando so nordeste vota dilma ate mg ganhou hein nao esquecam q nordeste muitos estados n generalizem	positivo
 olha urnas ai dilma ganha lavada dificil nao pensar diferente	neutro
gente tela dizendo aecio melhor dilma   rico come lixo 	positivo
dilma aecio neves segundo turno aqui esperando duardo jorge presidente vcs vem ai decepcao vcs	negativo
aff  aecio x dilma	neutro
dilma aecio segundo turno bora dia  outubro	neutro
segundo turno confirmado aecio dilma sinceramente	positivo
hora dilma deu  cosada saco pensou fudeu	neutro
 toda contraditoria  assusto prefiro apoio ter anos dilma	positivo
vish vai ter segundo turno dilma aecio	neutro
dilma aecio segundo turno  daleeeee aecioooo	neutro
segundo turno dilma aecio   mds   dificil saber pior kakakakakakkakakakakakaka	neutro
dilma aecio segundo turno so nao quero facam protesto pq vcs chance mudar 	negativo
confirmado  segundo turno dilma aecio	positivo
povo burro  otario  lesado agora todos vamos tomar naquele lugar dilma governando outra vez bando antas	neutro
segundo turno vai confirmando brasil  dilma contra aecio neves  	positivo
pensar povo todo voto dilma hoje pictwitterzwkbawuxbu	neutro
 turno  saia dilma   saia pt   favor	neutro
 agora marina perdeu segundo turno aecio dilma	neutro
nao esperava   vamos la aecio neves tira dilma poder heuhue  	negativo
agora sabemos vai aecio dilma pro segundo turno  devo votar    	negativo
 segundo turno aecio dilma	neutro
gente  pode dilma estar frente 	neutro
oq falar gente q prefere presidente q cheire cocaina desvie dinheiro q pt pq pt rouba vai falir pais odeio dilma 	negativo
dilma aecio segundo turno alguem surpreso	negativo
comemorandi vitoria dilma pictwitterthtwtorxuf	neutro
aecio dilma turno jeito entregar brasil pros indios pedir desculpas	neutro
dilma deve findar primeiro turno menos   votos relacao marina aecio serra	positivo
 dilma  aecio marina  lula	neutro
dilma aecio segundo turno  prova brasileiro burro gosta ficar merda	negativo
naaaaaaaao dilma aecio naaaooo	negativo
cacete  turno dilma aecio	negativo
dilma aecio segundo turno nao sei eh pior	negativo
vou comecar distribuir papeis dilma rua	neutro
quero ate ver segundo turno never dilma	negativo
segundo turno aecio dilma porraaa vai aecio	positivo
legal q hora pra outra todo mundo viro super consciente anti dilma entendedores politica	positivo
 turno  dilma aecio	neutro
 aff vai dar dilma ver kk	neutro
urnas apuradas  dilma aecio vao disputar  turno  owlyciwwr	neutro
dilma vencer	positivo
gracas dilma pedreiros hj dia estao ganhando dinheiro super bem	positivo
segundo turno aecio dilma  	neutro
 aecio ficou atras dilma mg governador aqui	negativo
chance tinhamos alguem diferente poder ficou  resumindo dilma arrematara votos nordeste sera reeleitapalpite	neutro
confirmado  dilma x aecio pro turno	positivo
chuuuuupaa marina  chuuuupa dilma      aquiebrasilporra  	neutro
espero dilma ganhe porque nao brasil vai ver inferno vai ser proximos  	positivo
votou dilma eh td pobre medo perder bolsa familia	negativo
dilma rousseff  pt  aecio neves  psdb  vao disputar presidencia republica  turno bandnewstv eleicoes	neutro
confirmado   segundo turno dilma aecio	positivo
dilma vs aecio  turno novo  classico let the game begin	negativo
 maria osmarina marina silva vaz lima   dilma vana rousseff   morta kkkkk	neutro
dilma ganhar mato   muie sata	positivo
dilma aecio segundo turno  pra mim dois nenhum fede cheira	positivo
dilma x aecio jesus	positivo
 agora mg  onde correios panfletaram pra dilma   rj dilma ta ganhando nao 	positivo
dilma aecio pro segundo turno 	neutro
definido dilma x aecio segundo turno chupamarina	neutro
dilma aecio devem disputar segundo turno presidencia  momento verdadeiro  momentoverdadeirodilma  aecio devem disputar segundo turno presidencia  via 	positivo
definido segundo turno aesio dilma	neutro
votar dilma eh voto dilmais	neutro
sao paulo diz nao pt  rumo segundo turno dilma x aecio	neutro
fico vendo argumentos algumas pessoas falando dilma querendo reeleja fico tipo faca rir	neutro
